,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
4339,-0.30744576,-0.58296573,-0.17800322,-0.72945625,-0.371659,-0.9009679121219648,-0.35615567808016024,-0.7765046,0.059796046,0.8578005,-0.10424192,8,0
4340,0.0825868,-0.8987729,-0.32367092,1.7995833,0.28121978,0.8348578345419787,0.7019666228289837,1.1811742,-1.7447195,-0.85891336,-1.4447254,8,0
4341,0.16059324,-0.39348128,1.497177,2.1821275,0.13055551,0.31411011054279564,0.41501820224345315,1.1164789,-1.1224732,0.7085212,-0.41143548,6,0
4342,-1.1655177,-0.3303199,0.25900033,-0.8994757,0.03011261,0.48769268520918996,0.4508867548166445,-1.1986873,1.3665146,1.2309992,0.6497808,6,0
4343,-1.0875108,-0.7092886,-0.46933886,-0.83571845,-1.3760879,-0.5538027627891762,-0.12301008635441665,-0.769686,0.93094075,0.40996206,-0.10424192,6,0
4345,-0.07342644,-0.83561146,0.25900033,-0.474427,-0.87387335,-0.5538027627891762,-0.15887863892760798,-0.90248567,-0.6869009,0.11140339,0.48222047,6,0
4347,-0.07342644,-0.6461271,-0.10516915,-0.60194165,-0.87387335,1.8184924243182132,0.5764266888228141,-1.1544275,-1.1846979,0.26068273,0.6497808,7,0
4348,0.3166061,-0.14083555,1.497177,1.6508164,-0.47210193,1.7606315660960818,0.5764266888228141,1.2901291,-1.495821,-0.41107494,-1.1933845,6,0
4350,-0.15143289,0.17497174,-0.46933886,0.05688379,-1.8280809,-0.9588287703440963,-0.7686440326718604,-1.6923635,-2.4914165,0.4846017,2.2416053,6,0
4351,-0.61947185,-0.14083555,-0.25083706,-0.6231941,-0.6227662,0.19838839409853273,0.3791496496702618,-1.7502401,-0.0024285747,-1.0828326,1.822704,6,0
4352,0.0825868,-0.3303199,0.25900033,-0.814466,0.13055551,0.024805819432138373,0.5764266888228141,-0.96036226,-0.25132707,-0.41107494,0.14709899,5,0
4353,0.16059324,-1.0882573,-0.10516915,-0.85697085,0.63277006,0.19838839409853273,0.899243661981536,-1.1033492,-0.6869009,-0.78427374,0.76148766,6,0
4354,-0.61947185,-0.14083555,-0.32367092,0.41817525,-0.12055184,1.008440409208373,0.953046490841323,-0.46668607,0.30869454,-0.5603545,0.48222047,6,0
4355,-0.61947185,-0.14083555,-0.25083706,-0.6231941,-0.6227662,0.19838839409853273,0.3791496496702618,-1.7502401,-0.0024285747,-1.0828326,1.822704,6,0
4356,-0.7754851,-0.2671585,-0.17800322,0.035631377,-0.2712161,0.25624925232066414,1.114454977420684,-0.500718,0.18424529,-0.11251605,0.007465769,5,0
4357,-1.0095044,-0.3303199,0.18616648,-0.38941732,-0.5725448,1.124162125652636,1.4014033980062144,-1.1578368,0.55759305,-0.037876386,0.9011217,6,0
4358,-0.54146546,-0.6461271,-0.83350843,0.43942764,-0.0703303,0.7769969763198472,1.1323892537072795,0.14956196,-0.25132707,-0.3364353,-0.8303367,5,0
4359,0.004579993,0.048648782,-0.83350843,0.0781363,0.53232694,1.2398838420968987,1.5628118845855754,0.003165762,-0.3135517,-0.63499415,-0.6069229,6,0
4360,0.0825868,-0.3303199,0.25900033,-0.814466,0.13055551,0.024805819432138373,0.5764266888228141,-0.96036226,-0.25132707,-0.41107494,0.14709899,5,0
4361,-0.54146546,-0.83561146,0.11333263,-0.83571845,-0.6227662,0.31411011054279564,-0.10507581006782099,-1.5391488,-0.0024285747,0.93244016,1.2362424,6,0
4362,-0.7754851,-0.58296573,-0.32367092,-0.53818434,-0.6227662,-0.03305503878999308,0.1280697816579226,-1.7059803,-0.6246763,-1.1574723,1.9064845,6,0
4363,-0.07342644,-0.14083555,-0.46933886,1.2257677,-0.17077321,0.08266667765426983,0.36121537338366616,0.69090724,-0.50022554,-0.93355304,-0.85826385,5,0
4364,-0.61947185,-0.2671585,-0.7606746,0.8963549,-0.5223233,0.31411011054279564,0.056332676511539954,-0.42922455,-1.4335964,-1.3813915,0.34258646,6,0
4365,-0.6974783,-0.8987729,0.11333263,0.99199104,0.5825485,1.876353282540345,0.3074125445238792,0.3436272,-2.242518,-0.85891336,-1.1933845,5,0
4366,-1.0095044,-0.2671585,-0.25083706,-0.474427,-0.823652,-0.8431070538998333,0.020464123938348636,-1.7059803,0.24646991,-0.78427374,1.7389241,6,0
4367,-0.07342644,-0.14083555,-0.46933886,1.2257677,-0.17077321,0.08266667765426983,0.36121537338366616,0.69090724,-0.50022554,-0.93355304,-0.85826385,5,0
4368,-0.54146546,-0.20399694,-0.25083706,1.2788988,-0.5223233,-0.09091589701212452,-0.12301008635441665,-0.14323042,-1.495821,-1.6799504,0.31465933,6,0
4369,-0.61947185,-0.2671585,-0.7606746,0.8963549,-0.5223233,0.31411011054279564,0.056332676511539954,-0.42922455,-1.4335964,-1.3813915,0.34258646,6,0
4371,-0.15143289,-0.6461271,-0.25083706,-0.5806892,0.08033397,-0.8431070538998333,-0.4278927832265429,-0.29985446,-0.25132707,0.26068273,-1.0258242,5,0
4372,-0.07342644,-0.6461271,-0.6150067,-0.41066974,-0.67298776,-0.43808104634491324,-0.06920725749462966,-1.0318557,-1.0602486,-1.1574723,0.70563424,6,0
4373,-0.85349154,-0.45664287,-0.25083706,-0.79321355,-0.42188036,-0.38022018812278174,-0.3202871255069689,-1.8455579,-0.50022554,-0.63499415,1.6551436,6,0
4374,-0.61947185,0.11181017,-0.7606746,-0.70820385,-0.020108936,0.8927186927641101,0.9889150434145143,-0.4768936,-0.3757763,-0.18715572,-0.85826385,5,0
4375,-0.931498,-0.07767417,0.040498562,-0.13438804,-0.5223233,0.5455535434313215,1.2579291877134493,-0.766297,-0.0024285747,0.11140339,0.39843988,6,0
4376,-0.85349154,0.048648782,-0.7606746,-0.09188321,-0.47210193,-0.7852461956777019,0.3074125445238792,-0.2964452,-1.2469225,0.03676328,-0.94204444,5,0
4377,-0.54146546,-1.2777416,-0.32367092,-0.60194165,-0.823652,0.08266667765426983,-0.7148412038120734,-1.0897323,-0.064653195,1.7534773,0.67770714,6,0
4378,-0.54146546,-0.10925487,-0.83350843,0.24815573,-0.5223233,-1.2481330614547534,0.1818726105177096,0.11550972,-1.7447195,-0.11251605,-1.4447254,5,0
4379,-0.85349154,0.048648782,-0.7606746,-0.09188321,-0.47210193,-0.7852461956777019,0.3074125445238792,-0.2964452,-1.2469225,0.03676328,-0.94204444,5,0
4380,-1.1655177,-0.14083555,-0.17800322,0.39692283,-0.0703303,0.14052753587640127,0.4867553073898358,-0.4360431,0.55759305,-0.18715572,0.45429334,6,0
4381,-0.61947185,-0.20399694,-0.32367092,-0.09188321,0.33144113,-0.20663761345638743,0.630229517682601,-0.8922578,-0.0024285747,-0.26179537,1.4038028,6,0
4382,-0.15143289,-0.58296573,-0.396505,-0.79321355,-0.5223233,0.024805819432138373,-0.10507581006782099,-1.082934,-0.12687781,0.03676328,0.39843988,6,0
4383,-0.54146546,-1.2777416,-0.32367092,-0.60194165,-0.823652,0.08266667765426983,-0.7148412038120734,-1.0897323,-0.064653195,1.7534773,0.67770714,6,0
4384,-0.61947185,-0.45664287,-0.7606746,0.58819467,-0.0703303,1.1820229838747673,1.1861920825670667,0.27893203,0.059796046,-0.3364353,-0.85826385,5,0
4385,-0.61947185,-0.45664287,-0.7606746,0.58819467,-0.0703303,1.1820229838747673,1.1861920825670667,0.27893203,0.059796046,-0.3364353,-0.85826385,5,0
4386,-0.931498,-0.39348128,-0.032335293,-0.09188321,-0.42188036,1.3556055585411617,0.9709807671279186,-0.7492709,0.37091917,-0.037876386,0.39843988,6,0
4387,-0.07342644,-0.77245003,0.11333263,-0.8994757,-0.6227662,0.19838839409853273,-0.3382214017935646,-1.1850705,-0.6869009,1.6788377,0.5660002,6,0
4388,-0.38545257,-0.45664287,-0.17800322,0.3544179,-0.77343065,-0.148776755234256,-0.2844185729337776,0.25169834,-0.87357473,-1.2321119,-1.0258242,6,0
4389,-0.6974783,-0.3303199,-0.68784064,0.8644763,-0.5725448,-0.03305503878999308,-0.08714153378122533,-0.41560772,-1.0602486,-1.6053107,0.23087956,4,0
4390,-0.7754851,-0.51980424,0.91450566,2.2033799,0.28121978,0.48769268520918996,0.9171779382681317,1.1709666,-0.50022554,-0.11251605,-1.1096047,5,0
4391,0.0825868,-0.7092886,0.40466827,2.1396222,-0.17077321,2.281379290095265,1.5628118845855754,1.4944019,0.18424529,1.828117,-0.94204444,5,0
4392,-0.7754851,-0.51980424,0.91450566,2.2033799,0.28121978,0.48769268520918996,0.9171779382681317,1.1709666,-0.50022554,-0.11251605,-1.1096047,5,0
4393,-0.61947185,-0.9619343,-0.25083706,2.469035,-0.22099476,1.2977447003190303,0.41501820224345315,0.8985893,0.18424529,-1.3067518,-0.020461353,6,0
4394,-0.6974783,-0.83561146,-0.396505,1.5445542,-0.2712161,1.7027707078739505,0.4867553073898358,0.22446468,0.24646991,-1.3067518,0.23087956,6,0
4395,-0.46345899,-0.58296573,-0.68784064,1.4595445,-0.020108936,0.25624925232066414,0.5405581362496228,0.735167,-0.74912554,1.08172,-0.94204444,5,0
4396,0.16059324,-0.39348128,-0.396505,1.3532823,0.08033397,1.413466416763293,1.0247835959877056,0.813479,-0.6869009,0.55924183,-0.6069229,5,0
4397,0.16059324,-0.39348128,-0.396505,1.3532823,0.08033397,1.413466416763293,1.0247835959877056,0.813479,-0.6869009,0.55924183,-0.6069229,5,0
4398,0.16059324,-0.39348128,-0.396505,1.3532823,0.08033397,1.413466416763293,1.0247835959877056,0.813479,-0.6869009,0.55924183,-0.6069229,5,0
4399,-0.46345899,-0.58296573,-0.68784064,1.4595445,-0.020108936,0.25624925232066414,0.5405581362496228,0.735167,-0.74912554,1.08172,-0.94204444,5,0
4400,0.16059324,-0.39348128,-0.396505,1.3532823,0.08033397,1.413466416763293,1.0247835959877056,0.813479,-0.6869009,0.55924183,-0.6069229,5,0
4401,-0.07342644,0.3012945,-0.17800322,1.7358261,-0.5223233,-0.03305503878999308,0.3791496496702618,0.003165762,-1.2469225,3.246272,1.320023,6,0
4402,-0.30744576,0.6171018,-0.396505,-0.049378384,-0.42188036,0.5455535434313215,1.0785864248474926,-1.1714536,-0.3135517,-0.85891336,1.4875833,6,0
4403,-1.5555502,-0.7092886,1.0601736,0.16314596,0.73321277,0.6034144016534528,1.2758634640000448,-0.3339067,-0.18910244,-0.78427374,-0.6627764,5,0
4404,-1.0095044,-0.2671585,-1.1248442,0.5244374,-0.371659,1.008440409208373,1.4552062268660015,0.17679562,-0.064653195,-1.2321119,-0.94204444,5,0
4405,-1.0095044,-0.2671585,-1.1248442,0.5244374,-0.371659,1.008440409208373,1.4552062268660015,0.17679562,-0.064653195,-1.2321119,-0.94204444,5,0
4406,-0.6974783,-0.2671585,-0.17800322,-0.45317462,-0.7232091,0.08266667765426983,0.4329524785300488,-1.7366233,-0.3135517,-1.2321119,1.9064845,7,0
4407,-0.6974783,-0.8987729,0.040498562,-0.5594368,-0.2712161,-0.7273853374555704,-0.6431040986656908,-1.4199862,-1.8691688,-0.41107494,0.44033018,6,0
4408,-1.1655177,-0.2671585,-1.1248442,0.5244374,-0.371659,1.008440409208373,1.4552062268660015,0.17679562,-0.064653195,-1.2321119,-0.94204444,5,0
4409,-0.6974783,-0.2671585,-0.17800322,-0.45317462,-0.7232091,0.08266667765426983,0.4329524785300488,-1.7366233,-0.3135517,-1.2321119,1.9064845,7,0
4410,-1.1655177,-0.58296573,1.1330074,0.18439847,0.88387704,0.25624925232066414,1.1861920825670667,-0.23515928,-0.6869009,-0.4857146,-0.6627764,5,0
4411,-1.0875108,-0.20399694,0.4775021,-0.11313563,-0.6227662,-0.4959419045670447,-0.5354984409461169,-1.6923635,0.059796046,0.40996206,2.1578255,7,0
4412,-0.07342644,-0.39348128,-0.32367092,1.0557482,-0.5223233,-0.26449847167851886,-0.033338704921438346,-0.42581525,-1.1224732,-0.037876386,0.81734115,7,0
4413,-1.0875108,-0.20399694,0.4775021,-0.11313563,-0.6227662,-0.4959419045670447,-0.5354984409461169,-1.6923635,0.059796046,0.40996206,2.1578255,7,0
4414,-0.07342644,-0.39348128,-0.32367092,1.0557482,-0.5223233,-0.26449847167851886,-0.033338704921438346,-0.42581525,-1.1224732,-0.037876386,0.81734115,7,0
4415,-0.6974783,-0.17241625,-0.68784064,2.2458844,0.48210558,-0.26449847167851886,0.4508867548166445,1.2390507,-0.87357473,-0.18715572,-1.1933845,5,0
4416,-1.1655177,-0.58296573,1.1330074,0.18439847,0.88387704,0.25624925232066414,1.1861920825670667,-0.23515928,-0.6869009,-0.4857146,-0.64881325,5,0
4417,-0.7754851,-0.7092886,-0.25083706,-0.6869514,-0.5725448,-0.38022018812278174,0.16393833423111392,-0.9875959,-0.18910244,-0.3364353,-0.020461353,6,0
4418,-0.46345899,-0.7092886,-0.6150067,2.522166,-0.22099476,0.3719709687649271,0.0383984002249443,1.5182263,-0.87357473,-0.4857146,-1.4447254,6,0
4419,-0.46345899,-0.7092886,-0.6150067,2.522166,-0.22099476,0.3719709687649271,0.0383984002249443,1.5182263,-0.87357473,-0.4857146,-1.4447254,6,0
4420,-0.46345899,-0.7092886,-0.6150067,2.522166,-0.22099476,0.3719709687649271,0.0383984002249443,1.5182263,-0.87357473,-0.4857146,-1.4447254,6,0
4421,-0.46345899,-0.7092886,-0.6150067,2.522166,-0.22099476,0.3719709687649271,0.0383984002249443,1.5182263,-0.87357473,-0.4857146,-1.4447254,6,0
4422,-0.7754851,-0.7092886,-0.25083706,-0.6869514,-0.5725448,-0.38022018812278174,0.16393833423111392,-0.9875959,-0.18910244,-0.3364353,-0.020461353,6,0
4423,-0.7754851,-0.7092886,-0.25083706,-0.6869514,-0.5725448,-0.38022018812278174,0.16393833423111392,-0.9875959,-0.18910244,-0.3364353,-0.020461353,6,0
4424,-0.46345899,-0.7092886,-0.6150067,2.522166,-0.22099476,0.3719709687649271,0.0383984002249443,1.5182263,-0.87357473,-0.4857146,-1.4447254,6,0
4425,-0.85349154,-0.7092886,1.3515092,0.24815573,-0.32143748,-0.03305503878999308,0.11013550537132694,-0.15345828,-0.0024285747,-0.26179537,-0.5231432,6,0
4426,-0.7754851,-0.77245003,1.497177,0.2269033,-0.22099476,-0.148776755234256,0.1280697816579226,-0.14323042,-0.0024285747,-0.26179537,-0.5231432,6,0
4427,-0.6974783,-0.07767417,-0.396505,1.4595445,-0.371659,-0.38022018812278174,1.5986804371587668,0.5138681,-0.6869009,0.40996206,-0.5231432,5,0
4428,-0.22943932,0.68026316,-0.32367092,-0.09188321,-0.67298776,0.14052753587640127,0.899243661981536,-1.1441997,-0.12687781,-0.78427374,1.4038028,6,0
4429,-0.85349154,-0.14083555,0.18616648,-0.5594368,-0.47210193,1.6449098496518189,0.8275065568351534,-0.956953,0.30869454,-0.41107494,0.23087956,6,0
4430,0.70663905,0.17497174,2.0070143,1.7358261,-0.020108936,1.7027707078739505,0.3253468208104749,1.4501421,-1.6202703,-1.0081929,-1.528506,5,0
4431,-0.46345899,0.3012945,-0.25083706,-0.5594368,-0.42188036,-0.7852461956777019,-0.8762496903914344,-1.8251429,-0.064653195,-0.41107494,2.2416053,6,0
4432,-0.38545257,-0.58296573,-0.396505,-0.0068734535,-1.0747592,-0.9009679121219648,-0.39202423065335157,-1.4131677,-0.43800092,-1.0828326,1.822704,6,0
4433,-0.22943932,1.4382006,-0.396505,1.1620103,0.43188405,1.413466416763293,1.3834691217196189,0.7828361,-0.064653195,-0.63499415,-0.94204444,5,0
4434,0.004579993,-0.58296573,-0.5421728,-0.79321355,-0.32143748,-0.7273853374555704,0.8095722805485577,-0.89907634,0.18424529,0.03676328,0.5660002,6,0
4435,-0.54146546,-0.2671585,-0.10516915,0.79009277,-0.020108936,-0.3223593299006503,0.899243661981536,-0.41219842,0.12202067,0.26068273,0.67770714,6,0
4436,-0.38545257,-0.3303199,-0.25083706,-0.19814539,-0.020108936,-0.9588287703440963,-0.4278927832265429,-0.80373824,0.8687161,0.40996206,1.1524618,6,0
4437,-0.54146546,-0.2671585,-0.10516915,0.79009277,-0.020108936,-0.3223593299006503,0.899243661981536,-0.41219842,0.12202067,0.26068273,0.6916711,6,0
4438,-0.85349154,-0.77245003,-0.9063424,-0.85697085,-0.2712161,1.1820229838747673,0.2715439919506879,-0.93992686,-0.0024285747,-1.0081929,-0.020461353,5,0
4439,0.004579993,0.8697475,-1.1248442,0.09938872,-0.17077321,-0.9588287703440963,0.16393833423111392,-0.10919849,-0.81135017,-0.26179537,-0.6069229,5,0
4440,-0.38545257,0.048648782,-0.032335293,2.3308942,-0.020108936,-0.6116636210113076,0.5405581362496228,1.273103,-0.998024,0.11140339,-1.1933845,5,0
4441,-0.46345899,-0.39348128,-0.46933886,-0.8994757,-0.9240949,0.31411011054279564,-0.08714153378122533,-1.8455579,-0.3757763,-1.1574723,1.5713631,6,0
4442,-0.38545257,0.048648782,-0.032335293,2.3308942,-0.020108936,-0.6116636210113076,0.5405581362496228,1.273103,-0.998024,0.11140339,-1.1933845,5,0
4443,0.004579993,0.8697475,-1.1248442,0.09938872,-0.17077321,-0.9588287703440963,0.16393833423111392,-0.10919849,-0.81135017,-0.26179537,-0.6069229,5,0
4444,-1.7115631,0.11181017,-0.46933886,0.503185,-1.0245378,-0.38022018812278174,0.0025298476517529754,-0.7458616,1.0553914,-0.93355304,0.6497808,6,0
4445,-1.7115631,0.11181017,-0.46933886,0.503185,-1.0245378,-0.38022018812278174,0.0025298476517529754,-0.7458616,1.0553914,-0.93355304,0.6497808,6,0
4446,-2.1796021,0.80658615,-1.5618478,-0.5594368,-1.3760879,0.024805819432138373,-0.08714153378122533,-2.192838,1.6154131,-1.3813915,2.1578255,6,0
4447,-0.46345899,0.3012945,-0.17800322,-0.53818434,-0.823652,-0.9009679121219648,-0.26648429664718193,-1.8523766,-1.1224732,-1.1574723,1.6551436,6,0
4448,0.0825868,-0.20399694,-0.46933886,-0.6231941,-0.32143748,0.08266667765426983,0.11013550537132694,-0.44625065,-0.25132707,0.11140339,-0.18802169,5,0
4449,-0.61947185,-0.3303199,-0.68784064,1.5658067,-0.6227662,1.1820229838747673,0.6122952413960054,0.25510764,0.059796046,-0.7096338,0.14709899,6,0
4450,-0.22943932,-0.2671585,-0.46933886,1.438292,-0.5725448,-0.09091589701212452,0.36121537338366616,0.31298426,-1.0602486,0.93244016,-0.10424192,6,0
4451,-0.6974783,-0.20399694,-0.9063424,0.4819325,-0.12055184,0.9505795509862416,1.2220606351402579,0.18361418,-0.0024285747,-0.3364353,-0.85826385,5,0
4452,-0.6974783,0.36445588,-0.68784064,-0.5594368,-0.17077321,1.2977447003190303,1.0247835959877056,-0.5313609,0.12202067,-0.5603545,-0.6069229,5,0
4453,-0.46345899,0.3012945,-0.17800322,-0.53818434,-0.823652,-0.9009679121219648,-0.26648429664718193,-1.8523766,-1.1224732,-1.1574723,1.6551436,6,0
4454,-0.46345899,-0.9619343,-0.396505,2.522166,-0.020108936,-0.7852461956777019,0.5943609651094097,1.2935181,-1.3713717,-0.7096338,-0.94204444,6,0
4455,-0.931498,-0.3303199,-0.17800322,2.9472146,-0.020108936,0.31411011054279564,1.0427178722743013,1.5352525,-0.50022554,-0.18715572,-1.277165,5,0
4456,-0.931498,-0.3303199,-0.17800322,2.9472146,-0.020108936,0.31411011054279564,1.0427178722743013,1.5352525,-0.50022554,-0.18715572,-1.277165,5,0
4457,-0.931498,-0.3303199,-0.17800322,2.9472146,-0.020108936,0.31411011054279564,1.0427178722743013,1.5352525,-0.50022554,-0.18715572,-1.277165,5,0
4458,-0.46345899,0.11181017,-0.396505,-0.5806892,-0.32143748,-0.669524479233439,0.23567543937749655,-1.7298048,0.12202067,-0.3364353,2.074045,7,0
4459,-1.0095044,-0.7092886,-0.9791763,0.2056509,-0.5223233,-0.148776755234256,0.07426695279813562,-0.19430877,0.30869454,-0.18715572,-0.5231432,5,0
4460,-0.46345899,-0.9619343,-0.396505,2.522166,-0.020108936,-0.7852461956777019,0.5943609651094097,1.2935181,-1.3713717,-0.7096338,-0.94204444,6,0
4461,0.39461255,-0.3303199,-0.5421728,-0.6444465,-0.371659,-0.09091589701212452,0.737835175402175,-0.50412726,0.30869454,0.26068273,0.06331921,6,0
4462,-0.07342644,0.55394024,-0.83350843,-0.5594368,-0.67298776,-0.148776755234256,-0.12301008635441665,-1.6753374,0.059796046,-0.41107494,2.4091656,6,0
4463,-0.38545257,-0.07767417,0.040498562,-0.79321355,-1.0245378,0.024805819432138373,-0.033338704921438346,-1.7502401,-0.6246763,-1.3067518,1.6551436,6,0
4464,-0.46345899,-0.45664287,1.7885128,2.1183698,0.08033397,0.08266667765426983,0.4508867548166445,1.1913817,-0.6869009,-0.26179537,-1.0258242,5,0
4465,-0.46345899,-0.45664287,1.7885128,2.1183698,0.08033397,0.08266667765426983,0.4508867548166445,1.1913817,-0.6869009,-0.26179537,-1.0258242,5,0
4466,-0.7754851,-0.07767417,-0.5421728,-0.28315514,-0.020108936,0.19838839409853273,0.5943609651094097,-0.52456266,0.8687161,-0.037876386,0.39843988,5,0
4467,-0.6974783,-0.51980424,-0.32367092,0.24815573,0.13055551,0.5455535434313215,0.7557694516887707,-0.27941906,-0.12687781,-0.3364353,-0.18802169,5,0
4468,-0.7754851,-0.77245003,-0.5421728,-0.8994757,-0.020108936,0.024805819432138373,-0.3740899543667559,-1.4438106,0.12202067,0.33532238,0.6497808,6,0
4469,-0.61947185,-0.6461271,-0.32367092,-0.70820385,-0.47210193,0.25624925232066414,-0.2844185729337776,-1.2463564,-1.1846979,0.7831608,0.31465933,6,0
4470,-1.9455827,-1.1829994,-0.17800322,-0.9419806,-0.47210193,0.25624925232066414,-0.4637613357997342,-1.2940052,3.357704,-0.26179537,0.6497808,6,0
4471,-0.7754851,-0.83561146,-0.25083706,-0.9207282,-0.6227662,-0.38022018812278174,-0.6789726512388822,-1.6004347,0.8687161,-0.41107494,1.320023,6,0
4472,-0.15143289,-0.3303199,-0.25083706,-0.85697085,-0.6227662,-1.074550486788359,-0.5893012698059038,-0.9773884,-0.25132707,0.93244016,0.48222047,5,0
4474,-1.1655177,-0.51980424,-0.68784064,0.9282337,-0.12055184,1.124162125652636,0.16393833423111392,0.37767944,-0.12687781,-0.5603545,-0.35558203,6,0
4475,-1.1655177,-0.7092886,0.11333263,-0.75070864,-0.77343065,0.3719709687649271,-0.10507581006782099,-1.7536494,0.24646991,0.40996206,1.5713631,6,0
4476,-0.931498,-0.83561146,0.4775021,-0.87822336,-0.87387335,0.3719709687649271,-0.21268146778739494,-2.0260065,-0.6869009,-0.037876386,1.822704,6,0
4477,-0.61947185,-0.07767417,-0.396505,0.5244374,-0.0703303,1.2977447003190303,1.1503235299938752,0.18361418,-0.50022554,-0.18715572,-0.77448326,5,0
4478,-0.61947185,-0.07767417,-0.396505,0.5244374,-0.0703303,1.2977447003190303,1.1503235299938752,0.18361418,-0.50022554,-0.18715572,-0.77448326,5,0
4479,-0.931498,1.4066199,-0.396505,-0.19814539,0.08033397,-0.7852461956777019,0.1818726105177096,-0.102379926,0.12202067,-0.4857146,-1.1933845,5,0
4481,-0.61947185,-0.07767417,-0.396505,0.5244374,-0.0703303,1.2977447003190303,1.1503235299938752,0.18361418,-0.50022554,-0.18715572,-0.77448326,5,0
4482,-0.7754851,-0.20399694,0.11333263,-0.41066974,-0.7232091,0.3719709687649271,0.7019666228289837,-1.6106422,-0.25132707,-1.1574723,1.5713631,6,0
4483,-1.0875108,-0.3303199,-0.9791763,-0.8994757,0.33144113,-1.3638547778990164,-0.14094436264101232,-0.58584857,0.059796046,0.40996206,-0.8163736,4,0
4484,-1.0875108,1.4066199,-0.396505,-0.19814539,0.08033397,-0.7852461956777019,0.1818726105177096,-0.102379926,0.12202067,-0.4857146,-1.1933845,5,0
